Token,Language,POS,NE,Lemma,Anglicism
identidad,,NOUN,O,identidad,
agencia,,NOUN,O,agenciar,
especialidad,,NOUN,O,especialidad,
locales,,ADJ,O,local,
gastronomía,,NOUN,O,gastronomía,
moda,,NOUN,O,moda,
tendencia,,NOUN,O,tendencia,
friendly,,NOUN,O,friendly,
estudio,,NOUN,O,estudiar,
cálido,,ADJ,O,cálido,
sientas,,VERB,O,sentir,
apunta,,VERB,O,apuntar,
cree,,VERB,O,creer,
cuestión,,NOUN,O,cuestión,
generacional,,ADJ,O,generacional,
generación,,NOUN,O,generación,
cree,,VERB,O,creer,
idea,,NOUN,O,ideo,
balance,,NOUN,O,balance,
casa,,NOUN,O,casar,
work-life,,NOUN,O,work-life,
integration,,ADJ,O,integration,
integración,,NOUN,O,integración,
resto,,NOUN,O,restar,
vida,,NOUN,O,vida,
empleado,,NOUN,O,emplear,
traer,,VERB,O,traer,
identidad,,NOUN,O,identidad,
forma,,NOUN,O,formar,
íntegra,,ADJ,O,íntegro,
oficina,,NOUN,O,oficina,
ponerse,,NOUN,O,ponerse,
careta,,NOUN,O,careta,
llega,,VERB,O,llegar,
quitársela,,VERB,O,quitársela,
casa,,NOUN,O,casar,
traer,,VERB,O,traer,
vida,,NOUN,O,vida,
circunstancias,,NOUN,O,circunstancia,
recuerda,,VERB,O,recordar,
importante,,ADJ,O,importante,
vos,,NOUN,O,tú,
conecta,,VERB,O,conectar,
emociones,,NOUN,O,emocionar,
momentos,,NOUN,O,momento,
stress,,NOUN,O,stress,
explica,,VERB,O,explicar,
entidades,,NOUN,O,entidad,
dedicadas,,ADJ,O,dedicar,
entrenamiento,,NOUN,O,entrenamiento,
perros,,NOUN,O,perro,
asistencia,,NOUN,O,asistencia,
terapia,,NOUN,O,terapia,
asistida,,ADJ,O,asistir,
importantes,,ADJ,O,importante,
nivel,,NOUN,O,nivel,
internacional,,ADJ,O,internacional,
directora,,NOUN,O,director,
filial,,NOUN,O,filial,
argentina,,ADJ,O,argentino,
años,,NOUN,O,año,
olvidar,,VERB,O,olvidar,
pasó,,VERB,O,pasar,
presentación,,NOUN,O,presentación,
formal,,ADJ,O,formal,
empresa,,NOUN,O,empresa,
importante,,ADJ,O,importante,
ayudar,,VERB,O,ayudar,
foto,,NOUN,O,foto,
perros,,NOUN,O,perro,
mandársela,,NOUN,O,mandársela,
jefe,,NOUN,O,jefe,
generar,,VERB,O,generar,
tipo,,NOUN,O,tipo,
vínculo,,NOUN,O,vínculo,
perros,,NOUN,O,perro,
oficina,,NOUN,O,oficina,
opción,,NOUN,O,opción,
suma,,VERB,O,sumo,
adeptos,,NOUN,O,adepto,
cree,,VERB,O,creer,
animales,,NOUN,O,animal,
entorno,,NOUN,O,entornar,
laboral,,ADJ,O,laboral,
descontracturan,,VERB,O,descontracturan,
relajan,,VERB,O,relajar,
motivan,,VERB,O,motivar,
conexión,,NOUN,O,conexión,
placer,,NOUN,O,placer,
pausa,,NOUN,O,pausar,
genera,,VERB,O,generar,
unión,,NOUN,O,unión,
compañeros,,NOUN,O,compañero,
sale,,VERB,O,salir,
computadora,,NOUN,O,computador,
teléfono,,NOUN,O,teléfono,
comparte,,VERB,O,compartir,
conoce,,VERB,O,conocer,
sostiene,,VERB,O,sostener,
directora,,NOUN,O,director,
especialista,,NOUN,O,especialista,
tema,,NOUN,O,temer,
contacto,,NOUN,O,contactar,
animal,,NOUN,O,animal,
beneficios,,NOUN,O,beneficio,
emocionales,,ADJ,O,emocional,
físicos,,ADJ,O,físico,
acariciarlo,,VERB,O,acariciarlo,
baja,,VERB,O,bajo,
presión,,NOUN,O,presión,
sanguínea,,ADJ,O,sanguíneo,
ayuda,,VERB,O,ayudar,
disminuir,,VERB,O,disminuir,
nivel,,NOUN,O,nivel,
stress,,NOUN,O,stress,
relaja,,VERB,O,relajar,
explica,,VERB,O,explicar,
beneficiosos,,NOUN,O,beneficioso,
aclara,,VERB,O,aclarar,
elemental,,ADJ,O,elemental,
animales,,NOUN,O,animal,
seleccionados,,ADJ,O,seleccionar,
adiestrados,,ADJ,O,adiestrar,
acceso,,NOUN,O,acceso,
deambulación,,NOUN,O,deambulación,
permanencia,,NOUN,O,permanencia,
personas,,NOUN,O,personar,
discapacidad,,NOUN,O,discapacidad,
acompañados,,ADJ,O,acompañar,
perro,,NOUN,O,perro,
guía,,VERB,O,guiar,
asistencia,,NOUN,O,asistencia,
sancionada,,ADJ,O,sancionar,
2013,,NOUN,O,2013,
regulada,,VERB,O,regular,
afirma,,VERB,O,afirmar,
tipos,,NOUN,O,tipo,
actividades,,NOUN,O,actividad,
ideadas,,ADJ,O,idear,
ámbito,,NOUN,O,ámbito,
empresarial,,ADJ,O,empresarial,
perros,,NOUN,O,perro,
oficinas,,NOUN,O,oficina,
interactúen,,VERB,O,interactuar,
personas,,NOUN,O,personar,
encuentros,,NOUN,O,encuentro,
informativos,,ADJ,O,informativo,
empleados,,NOUN,O,emplear,
ejercicios,,NOUN,O,ejercicio,
valores,,NOUN,O,valorar,
empresariales,,ADJ,O,empresarial,
puntuales,,ADJ,O,puntual,
visitó,,VERB,O,visitar,
división,,NOUN,O,división,
sanidad,,NOUN,O,sanidad,
animal,,ADJ,O,animal,
apoya,,VERB,O,apoyar,
actividades,,NOUN,O,actividad,
calificarse,,VERB,O,calificarse,
friendly,,NOUN,O,friendly,
animal,,NOUN,O,animal,
empleados,,NOUN,O,emplear,
concurrieron,,VERB,O,concurrir,
perros,,NOUN,O,perro,
instalaciones,,NOUN,O,instalación,
empresa,,NOUN,O,empresa,
evolucionando,,VERB,O,evolucionar,
analizar,,VERB,O,analizar,
experiencia,,NOUN,O,experiencia,
gente,,NOUN,O,gente,
idea,,NOUN,O,ideo,
incorporar,,VERB,O,incorporar,
modalidad,,NOUN,O,modalidad,
actividad,,NOUN,O,actividad,
programa,,NOUN,O,programar,
firme,,ADJ,O,firmar,
traer,,VERB,O,traer,
perros,,NOUN,O,perro,
adiestrados,,ADJ,O,adiestrar,
perros,,NOUN,O,perro,
conocen,,VERB,O,conocer,
pretender,,VERB,O,pretender,
convivan,,VERB,O,convivir,
ambiente,,NOUN,O,ambientar,
señala,,VERB,O,señalar,
encargada,,ADJ,O,encargar,
empleados,,NOUN,O,emplear,
1000,,NOUN,O,1000,
país,,NOUN,O,país,
actividades,,NOUN,O,actividad,
unieron,,VERB,O,unir,
clima,,NOUN,O,clima,
sensación,,NOUN,O,sensación,
pertenencia,,NOUN,O,pertenencia,
visitas,,NOUN,O,visitar,
año,,NOUN,O,año,
comunicó,,VERB,O,comunicar,
gente,,NOUN,O,gente,
áreas,,NOUN,O,área,
sumarse,,NOUN,O,sumarse,
gente,,NOUN,O,gente,
enamorada,,ADJ,O,enamorar,
idea,,NOUN,O,ideo,
animal,,NOUN,O,animal,
oficina,,NOUN,O,oficina,
doy,,VERB,O,dar,
vuelta,,NOUN,O,volver,
comentarios,,NOUN,O,comentario,
dejan,,VERB,O,dejar,
reseñas,,NOUN,O,reseñar,
restaurantes,,NOUN,O,restaurante,
notas,,NOUN,O,noto,
tendencias,,NOUN,O,tendencia,
gastronómicas,,ADJ,O,gastronómico,
asombra,,VERB,O,asombrar,
odio,,NOUN,O,odiar,
despiertan,,VERB,O,despertar,
modas,,NOUN,O,moda,
lectores,,NOUN,O,lector,
fusión,,NOUN,O,fusión,
bagels,,NOUN,O,bagels,
cocina,,NOUN,O,cocinar,
nikkei,,VERB,O,nikkei,
foristas,,NOUN,O,foristas,
indignados,,ADJ,O,indignar,
reclaman,,VERB,O,reclamar,
terminar,,VERB,O,terminar,
estupidez,,NOUN,O,estupidez,
inclusión,,NOUN,O,inclusión,
ingredientes,,NOUN,O,ingrediente,
extranjeros,,ADJ,O,extranjero,
menú,,NOUN,O,menú,
mayoría,,NOUN,O,mayoría,
concentra,,VERB,O,concentrar,
reclamos,,NOUN,O,reclamo,
temor,,NOUN,O,temor,
productos,,NOUN,O,producto,
amenacen,,VERB,O,amenazar,
cultura,,NOUN,O,cultura,
tradiciones,,NOUN,O,tradición,
instale,,VERB,O,instalar,
haga,,VERB,O,hacer,
tambalear,,VERB,O,tambalear,
mesa,,NOUN,O,mesar,
domingo,,NOUN,O,domingo,
conocen,,VERB,O,conocer,
boludez,,NOUN,O,boludez,
sushi,,NOUN,O,sushi,
milanesa,,NOUN,O,milanés,
cobran,,VERB,O,cobrar,
arroz,,NOUN,O,arroz,
pescado,,NOUN,O,pescar,
crudo,,ADJ,O,crudo,
precio,,NOUN,O,preciar,
oro,,NOUN,O,orar,
comida,,NOUN,O,comer,
focas,,ADJ,O,foca,
moda,,NOUN,O,moda,
enrollaran,,VERB,O,enrollar,
bosta,,NOUN,O,bosta,
caballo,,NOUN,O,caballo,
dirían,,VERB,O,decir,
exquisita,,NOUN,O,exquisito,
comentarios,,NOUN,O,comentario,
reproducen,,VERB,O,reproducir,
rabia,,ADJ,O,rabiar,
notas,,NOUN,O,noto,
sushi,,NOUN,O,sushi,
sucede,,VERB,O,suceder,
términos,,NOUN,O,término,
cupcakes,,NOUN,O,cupcakes,
detractores,,NOUN,O,detractor,
digan,,VERB,O,decir,
tortitas,,NOUN,O,tortita,
decoradas,,ADJ,O,decorar,
madalenas,,ADJ,O,madalenas,
especialidades,,NOUN,O,especialidad,
parecer,,NOUN,O,parecer,
enojan,,VERB,O,enojar,
lectores,,NOUN,O,lector,
términos,,NOUN,O,término,
italiano,,NOUN,O,italiano,
spaghetti,,NOUN,O,spaghetti,
fusilli,,NOUN,O,fusilli,
lasagna,,ADJ,O,lasagna,
reclama,,VERB,O,reclamar,
diga,,VERB,O,decir,
fideo,,NOUN,O,fideo,
finito,,ADJ,O,finito,
pasta,,NOUN,O,pastar,
enroscada,,ADJ,O,enroscar,
galicismos,,NOUN,O,galicismo,
conocen,,VERB,O,conocer,
pedido,,VERB,O,pedir,
renombrar,,VERB,O,renombrar,
tradicional,,ADJ,O,tradicional,
salsa,,NOUN,O,salsa,
fideos,,NOUN,O,fideo,
cuidar,,VERB,O,cuidar,
costumbres,,NOUN,O,costumbre,
francés,,NOUN,O,francés,
viven,,VERB,O,vivir,
amenazas,,NOUN,O,amenazar,
llegaron,,VERB,O,llegar,
cocina,,NOUN,O,cocinar,
porteña,,ADJ,O,porteño,
años,,NOUN,O,año,
comensal,,NOUN,O,comensal,
acostumbró,,VERB,O,acostumbrar,
verlos,,NOUN,O,verlos,
menú,,NOUN,O,menú,
altura,,NOUN,O,altura,
palabra,,NOUN,O,palabra,
mousse,,NOUN,O,mousse,
matar,,VERB,O,matar,
erradicar,,VERB,O,erradicar,
flan,,NOUN,O,flan,
dulce,,NOUN,O,dulce,
leche,,NOUN,O,leche,
restaurantes,,NOUN,O,restaurante,
cosa,,NOUN,O,coser,
genera,,VERB,O,generar,
polémica,,NOUN,O,polémico,
foristas,,NOUN,O,foristas,
conservadores,,ADJ,O,conservador,
incorporación,,NOUN,O,incorporación,
frutas,,NOUN,O,fruto,
verduras,,NOUN,O,verdura,
habituales,,ADJ,O,habitual,
mercado,,NOUN,O,mercar,
local,,ADJ,O,local,
reciben,,VERB,O,recibir,
rúcula,,NOUN,O,rúcula,
silvestre,,ADJ,O,silvestre,
maracuyá,,NOUN,O,maracuyá,
incipientes,,NOUN,O,incipiente,
lychees,,ADJ,O,lychees,
nombre,,NOUN,O,nombrar,
lechuga,,NOUN,O,lechuga,
criolla,,NOUN,O,criollo,
violentas,,ADJ,O,violento,
abundantes,,ADJ,O,abundante,
selvática,,ADJ,O,selvático,
trae,,VERB,O,traer,
tipea,,NOUN,O,tipea,
furioso,,ADJ,O,furioso,
lector,,NOUN,O,lector,
harto,,ADJ,O,hartar,
innovaciones,,NOUN,O,innovación,
indignación,,NOUN,O,indignación,
llegada,,NOUN,O,llegar,
frapuccinos,,NOUN,O,frapuccinos,
quieren,,VERB,O,querer,
competir,,VERB,O,competir,
café,,NOUN,O,café,
barrio,,NOUN,O,barrio,
donuts,,NOUN,O,donut,
rollos,,NOUN,O,rollo,
canela,,NOUN,O,canelo,
muffins,,NOUN,O,muffins,
apariencia,,NOUN,O,apariencia,
asesinar,,VERB,O,asesinar,
facturas,,NOUN,O,facturar,
libritos,,NOUN,O,libritos,
grasa,,NOUN,O,graso,
medialunas,,NOUN,O,medialuna,
ristretto,,NOUN,O,ristretto,
cambio,,NOUN,O,cambiar,
resentimiento,,NOUN,O,resentimiento,
paisaje,,NOUN,O,paisaje,
porteño,,ADJ,O,porteño,
llega,,VERB,O,llegar,
paladar,,NOUN,O,paladar,
leer,,VERB,O,leer,
queso,,NOUN,O,queso,
brie,,VERB,O,brie,
tiraditos,,NOUN,O,tiraditos,
lenguado,,NOUN,O,lenguado,
macarons,,NOUN,O,macarons,
comidas,,NOUN,O,comida,
haga,,VERB,O,hacer,
quiera,,VERB,O,querer,
comer,,VERB,O,comer,
mueren,,VERB,O,morir,
carne,,NOUN,O,carne,
volvió,,VERB,O,volver,
cara,,NOUN,O,caro,
salmón,,NOUN,O,salmón,
gustan,,VERB,O,gustar,
persona,,NOUN,O,personar,
querría,,VERB,O,querer,
escuchando,,VERB,O,escuchar,
disco,,NOUN,O,disco,
escuchaba,,VERB,O,escuchar,
años,,NOUN,O,año,
vestirse,,VERB,O,vestirse,
ropa,,NOUN,O,ropa,
usaba,,VERB,O,usar,
1910,,NOUN,O,1910,
cocina,,NOUN,O,cocinar,
desgracia,,NOUN,O,desgraciar,
suerte,,NOUN,O,suerte,
quieran,,VERB,O,querer,
comer,,VERB,O,comer,
ravioles,,ADJ,O,ravioles,
variar,,VERB,O,variar,
trago,,NOUN,O,tragar,
novedoso,,ADJ,O,novedoso,
probar,,VERB,O,probar,
frutas,,NOUN,O,fruto,
vienen,,VERB,O,venir,
asesinos,,NOUN,O,asesino,
tradiciones,,NOUN,O,tradición,
recibió,,VERB,O,recibir,
guionista,,NOUN,O,guionista,
realización,,NOUN,O,realización,
cinematográfica,,ADJ,O,cinematográfico,
año,,NOUN,O,año,
autora,,NOUN,O,autor,
blogs,,NOUN,O,blogs,
editó,,VERB,O,editar,
libro,,NOUN,O,librar,
sello,,NOUN,O,sellar,
2008,,NOUN,O,2008,
citas,,NOUN,O,citar,
transformarse,,NOUN,O,transformarse,
libro,,NOUN,O,librar,
transformó,,VERB,O,transformar,
serie,,NOUN,O,seriar,
televisión,,NOUN,O,televisión,
adaptada,,ADJ,O,adaptar,
blog,,NOUN,O,blog,
español,,NOUN,O,español,
diarios,,NOUN,O,diario,
revistas,,NOUN,O,revistar,
productoras,,NOUN,O,productor,
columnista,,NOUN,O,columnista,
blog,,NOUN,O,blog,
trabajando,,VERB,O,trabajar,
libro,,NOUN,O,librar,
saldrá,,VERB,O,salir,
papel,,NOUN,O,papel,
fines,,NOUN,O,finar,
2010,,NOUN,O,2010,
vida,,NOUN,O,vida,
relato,,NOUN,O,relatar,
construido,,ADJ,O,construir,
grabaciones,,NOUN,O,grabación,
singular,,ADJ,O,singular,
infancia,,NOUN,O,infancia,
relación,,NOUN,O,relación,
madre,,NOUN,O,madre,
orígenes,,NOUN,O,origen,
relación,,NOUN,O,relación,
medios,,NOUN,O,medio,
periodísticos,,ADJ,O,periodístico,
años,,NOUN,O,año,
descubrió,,VERB,O,descubrir,
computadoras,,NOUN,O,computador,
jóvenes,,NOUN,O,joven,
compró,,VERB,O,comprar,
posibilidad,,NOUN,O,posibilidad,
comunicarse,,NOUN,O,comunicarse,
mundo,,NOUN,O,mundo,
suburbio,,NOUN,O,suburbio,
sistemas,,NOUN,O,sistema,
centrales,,NOUN,O,central,
nucleares,,ADJ,O,nuclear,
francesas,,ADJ,O,francés,
1988,,NOUN,O,1988,
autoridades,,NOUN,O,autoridad,
australianas,,ADJ,O,australiano,
endurecieron,,VERB,O,endurecer,
leyes,,NOUN,O,ley,
tipificaban,,VERB,O,tipificar,
delitos,,NOUN,O,delito,
informáticos,,ADJ,O,informático,
gesto,,NOUN,O,gestar,
unía,,VERB,O,unir,
futuro,,NOUN,O,futuro,
acostumbró,,VERB,O,acostumbrar,
guardar,,VERB,O,guardar,
discos,,NOUN,O,disco,
colmena,,NOUN,O,colmena,
abejas,,NOUN,O,abeja,
infancia,,NOUN,O,infancia,
vagabundeado,,VERB,O,vagabundear,
naturaleza,,NOUN,O,naturaleza,
saberes,,NOUN,O,saber,
protegían,,VERB,O,proteger,
errancias,,NOUN,O,errancias,
autorizada,,ADJ,O,autorizar,
fundador,,NOUN,O,fundador,
hombres,,NOUN,O,hombre,
buscados,,ADJ,O,buscar,
llega,,VERB,O,llegar,
español,,NOUN,O,español,
año,,NOUN,O,año,
inglés,,NOUN,O,inglés,
convertido,,VERB,O,convertir,
refugio,,NOUN,O,refugiar,
forma,,NOUN,O,formar,
escuetas,,NOUN,O,escueto,
habitaciones,,NOUN,O,habitación,
embajada,,NOUN,O,embajada,
decisión,,NOUN,O,decisión,
editorial,,NOUN,O,editorial,
británica,,ADJ,O,británico,
cumplir,,VERB,O,cumplir,
contrato,,NOUN,O,contratar,
pagado,,VERB,O,pagar,
adelanto,,NOUN,O,adelantar,
pensaba,,VERB,O,pensar,
utilizarlo,,NOUN,O,utilizarlo,
defensa,,NOUN,O,defensa,
acusaciones,,NOUN,O,acusación,
tuvieron,,VERB,O,tener,
preso,,ADJ,O,preso,
celda,,NOUN,O,celda,
máxima,,ADJ,O,máximo,
seguridad,,NOUN,O,seguridad,
forzar,,VERB,O,forzar,
extradición,,NOUN,O,extradición,
declaró,,VERB,O,declarar,
memorias,,NOUN,O,memoria,
prostitución,,NOUN,O,prostitución,
escocés,,NOUN,O,escocés,
ghost,,NOUN,O,ghost,
writer,,ADJ,O,writer,
resultado,,NOUN,O,resultar,
oxímoron,,VERB,O,oxímoron,
revelaciones,,NOUN,O,revelación,
maravilloso,,ADJ,O,maravilloso,
relato,,NOUN,O,relatar,
juventud,,NOUN,O,juventud,
reflexiones,,NOUN,O,reflexionar,
iluminadoras,,ADJ,O,iluminador,
inconsistentes,,NOUN,O,inconsistente,
soliloquio,,NOUN,O,soliloquiar,
defensivo,,ADJ,O,defensivo,
alcanza,,VERB,O,alcanzar,
estatura,,NOUN,O,estatura,
manifiesto,,NOUN,O,manifestar,
pretendió,,VERB,O,pretender,
palabras,,NOUN,O,palabra,
hombre,,NOUN,O,hombre,
expresa,,VERB,O,expreso,
acciones,,NOUN,O,accionar,
plano,,NOUN,O,plano,
elocuencia,,NOUN,O,elocuencia,
forma,,NOUN,O,formar,
caudal,,NOUN,O,caudal,
abrumador,,NOUN,O,abrumador,
información,,NOUN,O,información,
secreta,,ADJ,O,secreto,
deja,,VERB,O,dejar,
evidencia,,NOUN,O,evidenciar,
manipulaciones,,NOUN,O,manipulación,
logrado,,VERB,O,lograr,
movilizar,,VERB,O,movilizar,
ONG,,NOUN,O,ONG,
gobiernos,,NOUN,O,gobierno,
arresto,,NOUN,O,arrestar,
domiciliario,,ADJ,O,domiciliario,
cumplió,,VERB,O,cumplir,
año,,NOUN,O,año,
mujer,,NOUN,O,mujer,
hombres,,NOUN,O,hombre,
personajes,,NOUN,O,personaje,
clave,,NOUN,O,clavar,
años,,NOUN,O,año,
formación,,NOUN,O,formación,
conocieron,,VERB,O,conocer,
manifestación,,NOUN,O,manifestación,
combatieron,,VERB,O,combatir,
australianos,,ADJ,O,australiano,
provinciana,,NOUN,O,provinciano,
años,,NOUN,O,año,
marea,,NOUN,O,marear,
protesta,,NOUN,O,protestar,
culto,,NOUN,O,culto,
bigote,,NOUN,O,bigote,
pregunta,,VERB,O,preguntar,
julio,,NOUN,O,julio,
nace,,VERB,O,nacer,
matrimonio,,NOUN,O,matrimoniar,
dura,,VERB,O,duro,
escena,,NOUN,O,escena,
hombre,,NOUN,O,hombre,
importante,,ADJ,O,importante,
padre,,NOUN,O,padre,
adoptivo,,ADJ,O,adoptivo,
daría,,VERB,O,dar,
apellido,,NOUN,O,apellidar,
anglicismo,,NOUN,O,anglicismo,
chino,,NOUN,O,chino,
marcaría,,VERB,O,marcar,
infancia,,NOUN,O,infancia,
sentido,,NOUN,O,sentir,
arte,,NOUN,O,arte,
bohemia,,NOUN,O,bohemio,
pareja,,NOUN,O,parejo,
madre,,NOUN,O,madre,
violento,,ADJ,O,violentar,
hijos,,NOUN,O,hijo,
tratarán,,VERB,O,tratar,
escapar,,VERB,O,escapar,
recorriendo,,VERB,O,recorrer,
infinitas,,ADJ,O,infinito,
ciudades,,NOUN,O,ciudad,
encontraba,,VERB,O,encontrar,
supo,,VERB,O,saber,
formaba,,VERB,O,formar,
secta,,NOUN,O,secta,
redes,,NOUN,O,redar,
complicidad,,NOUN,O,complicidad,
hacían,,VERB,O,hacer,
incesante,,ADJ,O,incesante,
persecución,,NOUN,O,persecución,
brilla,,VERB,O,brillar,
cielo,,NOUN,O,cielo,
modelo,,NOUN,O,modelar,
parangón,,NOUN,O,parangón,
poseía,,VERB,O,poseer,
don,,NOUN,O,don,
amar,,VERB,O,amar,
convertir,,VERB,O,convertir,
vida,,NOUN,O,vida,
interesante,,ADJ,O,interesante,
vida,,NOUN,O,vida,
conoció,,VERB,O,conocer,
padre,,NOUN,O,padre,
biológico,,ADJ,O,biológico,
iniciativa,,NOUN,O,iniciativo,
lamentó,,VERB,O,lamentar,
contado,,VERB,O,contar,
adolescencia,,NOUN,O,adolescencia,
encontró,,VERB,O,encontrar,
biblioteca,,NOUN,O,biblioteca,
lecturas,,NOUN,O,lectura,
comprendí,,VERB,O,comprender,
recorrido,,NOUN,O,recorrer,
estante,,NOUN,O,estante,
paso,,NOUN,O,pasar,
soportar,,VERB,O,soportar,
pruebas,,NOUN,O,prueba,
tribulaciones,,NOUN,O,tribulación,
recibido,,VERB,O,recibir,
leve,,ADJ,O,levar,
condena,,NOUN,O,condenar,
hacker,,NOUN,O,hacker,
estudiaba,,VERB,O,estudiar,
física,,ADJ,O,físico,
matemática,,ADJ,O,matemático,
truco,,NOUN,O,trucar,
informático,,ADJ,O,informático,
vinculado,,ADJ,O,vincular,
desarrollos,,NOUN,O,desarrollo,
criptografía,,NOUN,O,criptografía,
habilidad,,NOUN,O,habilidad,
codificar,,VERB,O,codificar,
mensajes,,NOUN,O,mensaje,
interceptados,,VERB,O,interceptar,
resistirse,,NOUN,O,resistirse,
asociación,,NOUN,O,asociación,
años,,NOUN,O,año,
pasó,,VERB,O,pasar,
madre,,NOUN,O,madre,
hermanos,,NOUN,O,hermano,
perseguidos,,ADJ,O,perseguir,
lunático,,NOUN,O,lunático,
elección,,NOUN,O,elección,
apunta,,VERB,O,apuntar,
cifra,,NOUN,O,cifrar,
enigma,,NOUN,O,enigma,
especialidad,,NOUN,O,especialidad,
traducida,,ADJ,O,traducir,
español,,NOUN,O,español,
filoso,,ADJ,O,filoso,
cyber-punks,,NOUN,O,cyber-punks,
señala,,VERB,O,señalar,
cibernética,,NOUN,O,cibernético,
puente,,NOUN,O,puente,
vida,,NOUN,O,vida,
hacker,,NOUN,O,hacker,
aspiración,,NOUN,O,aspiración,
periodismo,,NOUN,O,periodismo,
quería,,VERB,O,querer,
formarme,,VERB,O,formarme,
idea,,NOUN,O,ideo,
renovada,,ADJ,O,renovar,
ciencia,,NOUN,O,ciencia,
honestidad,,NOUN,O,honestidad,
periodística,,ADJ,O,periodístico,
propuesta,,NOUN,O,proponer,
revolucionaria,,ADJ,O,revolucionario,
principio,,NOUN,O,principiar,
protección,,NOUN,O,protección,
fuentes,,NOUN,O,fuente,
detalle,,NOUN,O,detallar,
filtraciones,,NOUN,O,filtración,
llegaron,,VERB,O,llegar,
públicas,,ADJ,O,público,
complicada,,ADJ,O,complicar,
relación,,NOUN,O,relación,
medios,,NOUN,O,medio,
reacción,,NOUN,O,reacción,
colaboradores,,NOUN,O,colaborador,
aprendizajes,,NOUN,O,aprendizaje,
asesinato,,NOUN,O,asesinato,
colateral,,ADJ,O,colateral,
muestra,,VERB,O,mostrar,
innecesario,,ADJ,O,innecesario,
ataque,,NOUN,O,atacar,
grupo,,NOUN,O,grupo,
presuntos,,ADJ,O,presunto,
rebeldes,,NOUN,O,rebelde,
periodistas,,NOUN,O,periodista,
convierte,,VERB,O,convertir,
objeto,,NOUN,O,objetar,
preocupación,,NOUN,O,preocupación,
diarios,,NOUN,O,diario,
guerras,,NOUN,O,guerra,
ponen,,VERB,O,poner,
mira,,NOUN,O,mirar,
cables,,NOUN,O,cable,
diplomáticos,,ADJ,O,diplomático,
sellan,,VERB,O,sellar,
suerte,,NOUN,O,suerte,
versión,,NOUN,O,versión,
encuentros,,NOUN,O,encuentro,
sexuales,,ADJ,O,sexual,
buscado,,VERB,O,buscar,
presunto,,ADJ,O,presunto,
violador,,NOUN,O,violador,
evocativo,,ADJ,O,evocativo,
poético,,ADJ,O,poético,
mitad,,NOUN,O,mitad,
exaltado,,ADJ,O,exaltar,
decepción,,NOUN,O,decepción,
ironía,,NOUN,O,ironía,
rabia,,NOUN,O,rabiar,
vuelve,,VERB,O,volver,
iluminarse,,NOUN,O,iluminarse,
resplandor,,NOUN,O,resplandor,
anunciar,,VERB,O,anunciar,
filtraciones,,NOUN,O,filtración,
llama,,VERB,O,llamar,
madre,,NOUN,O,madre,
hablábamos,,VERB,O,hablar,
regularidad,,NOUN,O,regularidad,
gustó,,VERB,O,gustar,
restablecer,,VERB,O,restablecer,
preciso,,ADJ,O,precisar,
instante,,NOUN,O,instante,
conexión,,NOUN,O,conexión,
circunstancias,,NOUN,O,circunstancia,
encontraban,,VERB,O,encontrar,
orígenes,,NOUN,O,origen,
historia,,NOUN,O,historia,
borrador,,NOUN,O,borrador,
relato,,NOUN,O,relatar,
borrador,,NOUN,O,borrador,
vida,,NOUN,O,vida,
bosquejo,,NOUN,O,bosquejar,
personalidad,,NOUN,O,personalidad,
autobiografía,,NOUN,O,autobiografía,
traza,,NOUN,O,trazar,
rasgos,,NOUN,O,rasgo,
fuertes,,ADJ,O,fuerte,
deja,,VERB,O,dejar,
esbozados,,ADJ,O,esbozar,
autorizada,,ADJ,O,autorizar,
páginas,,NOUN,O,página,
outlet,,NOUN,O,outlet,
outlets,,NOUN,O,outlets,
comercios,,NOUN,O,comercio,
comprar,,VERB,O,comprar,
dormir,,VERB,O,dormir,
volver,,VERB,O,volver,
mañana,,NOUN,O,mañana,
NUEVA,,ADJ,O,NUEVA,
serlo,,VERB,O,serlo,
hora,,NOUN,O,hora,
norte,,NOUN,O,norte,
metros,,NOUN,O,metro,
ruta,,NOUN,O,ruta,
valle,,NOUN,O,vallar,
central,,ADJ,O,central,
black,,ADJ,O,black,
friday,,NOUN,O,friday,
cuna,,NOUN,O,cunar,
outlets,,NOUN,O,outlets,
americanos,,ADJ,O,americano,
comercios,,NOUN,O,comercio,
ropa,,NOUN,O,ropa,
accesorios,,NOUN,O,accesorio,
cosméticos,,ADJ,O,cosmético,
marcas,,NOUN,O,marcar,
lujo,,NOUN,O,lujo,
diseñador,,NOUN,O,diseñador,
originado,,ADJ,O,originar,
denominado,,ADJ,O,denominar,
color,,NOUN,O,color,
denso,,ADJ,O,denso,
tránsito,,NOUN,O,tránsito,
colma,,VERB,O,colmo,
calles,,NOUN,O,calle,
oportunidad,,NOUN,O,oportunidad,
salir,,VERB,O,salir,
cuentas,,NOUN,O,cuenta,
rojo,,NOUN,O,rojo,
continúa,,VERB,O,continuar,
vigente,,ADJ,O,vigente,
gracias,,NOUN,O,gracia,
significativas,,ADJ,O,significativo,
rebajas,,NOUN,O,rebajar,
cero,,NOUN,O,cero,
vientos,,NOUN,O,viento,
kilómetros,,NOUN,O,kilómetro,
desanimar,,VERB,O,desanimar,
salir,,VERB,O,salir,
caminar,,VERB,O,caminar,
obstáculo,,NOUN,O,obstáculo,
bus,,NOUN,O,bus,
tren,,NOUN,O,tren,
